KNN,,FKNN,
1,0.215311004784689,19.951001167297363,0.215311004784689,21.929001808166504
2,0.22634730538922157,20.429014205932617,0.215311004784689,24.497989177703857
3,0.23233532934131737,21.50600028038025,0.24760765550239233,28.839019536972046
4,0.2347305389221557,21.990999460220337,0.24282296650717702,32.1410014629364
5,0.25748502994011974,21.67701244354248,0.25269461077844313,37.48498821258545
6,0.2583732057416268,23.058996200561523,0.25508982035928146,37.98799705505371
7,0.2634730538922156,23.18760657310486,0.2718562874251497,38.80501413345337
8,0.27065868263473053,22.373026609420776,0.2754491017964072,40.6770544052124
9,0.27904191616766466,23.064997911453247,0.26706586826347306,42.176549196243286
10,0.28263473053892213,21.755064010620117,0.2682634730538922,46.81799936294556
11,0.27305389221556886,23.240030765533447,0.2694610778443114,50.242016553878784
12,0.2562874251497006,23.538018941879272,0.27065868263473053,51.28798508644104
13,0.26586826347305387,22.994030237197876,0.27065868263473053,53.31399846076965
14,0.26706586826347306,23.15098738670349,0.27904191616766466,53.88298583030701
15,0.28622754491017965,25.566793203353882,0.28622754491017965,63.51005411148071
16,0.274251497005988,25.046559810638428,0.2898203592814371,69.3131844997406
17,0.27065868263473053,25.075586795806885,0.28263473053892213,70.35632348060608
18,0.27664670658682633,25.309995651245117,0.29101796407185626,71.40967082977295
19,0.28263473053892213,25.150394916534424,0.2898203592814371,71.25519251823425
20,0.281437125748503,24.572576999664307,0.2934131736526946,67.79399967193604
21,0.29101796407185626,32.50501847267151,0.288622754491018,110.22599840164185
22,0.2874251497005988,34.96902275085449,0.288622754491018,116.83168649673462
23,0.2874251497005988,33.66698598861694,0.29221556886227545,117.12599873542786
24,0.2898203592814371,39.46099853515625,0.29101796407185626,99.79100489616394
25,0.28263473053892213,28.874000549316406,0.2958083832335329,109.39200091362
